"","Group1","V1","tbodyaccmeanx","tbodyaccmeany","tbodyaccmeanz","tgravityaccmeanx","tgravityaccmeany","tgravityaccmeanz","tbodyaccjerkmeanx","tbodyaccjerkmeany","tbodyaccjerkmeanz","tbodygyromeanx","tbodygyromeany","tbodygyromeanz","tbodygyrojerkmeanx","tbodygyrojerkmeany","tbodygyrojerkmeanz","tbodyaccmagmean","tgravityaccmagmean","tbodyaccjerkmagmean","tbodygyromagmean","tbodygyrojerkmagmean","fbodyaccmeanx","fbodyaccmeany","fbodyaccmeanz","fbodyaccmeanfreqx","fbodyaccmeanfreqy","fbodyaccmeanfreqz","fbodyaccjerkmeanx","fbodyaccjerkmeany","fbodyaccjerkmeanz","fbodyaccjerkmeanfreqx","fbodyaccjerkmeanfreqy","fbodyaccjerkmeanfreqz","fbodygyromeanx","fbodygyromeany","fbodygyromeanz","fbodygyromeanfreqx","fbodygyromeanfreqy","fbodygyromeanfreqz","fbodyaccmagmean","fbodyaccmagmeanfreq","fbodybodyaccjerkmagmean","fbodybodyaccjerkmagmeanfreq","fbodybodygyromagmean","fbodybodygyromagmeanfreq","fbodybodygyrojerkmagmean","fbodybodygyrojerkmagmeanfreq","angletbodyaccmeangravity","angletbodyaccjerkmeangravitymean","angletbodygyromeangravitymean","angletbodygyrojerkmeangravitymean","anglexgravitymean","angleygravitymean","anglezgravitymean"
"47","walkingdownstairs",8,0.27808597840625,-0.0132024741122188,-0.104744810021875,0.9262553465625,-0.19195225125,-0.0748823134375,0.03835962853125,0.03548360990625,-0.0181306184375,-0.0531795933125,-0.081875710675,0.07561649065,-0.127241926440625,-0.030144798209375,-0.044726492995625,0.18748223236875,0.18748223236875,-0.000904330046874999,-0.10146818100625,-0.293364112125,0.14867015958125,0.160079202840625,-0.1047991219375,-0.31042228159375,0.018946817921875,0.17973351115625,0.067773015090625,-0.0460655581125,-0.2051099111125,-0.25647808896875,-0.3203867273125,-0.18625751853125,-0.1677752514375,-0.1623427144375,-0.24397617340625,-0.08652648754625,0.0028020495840625,0.00401027878125,0.22609683855625,0.135548469553125,0.135289351384375,0.03760118746875,-0.109648140509375,0.1389643497125,-0.29063979173125,0.23999986894375,-0.01464621184375,-0.0148046596875,0.2247364934375,0.12631539375,-0.799418795,0.2173977834375,0.07494680390625
"48","walkingupstairs",8,0.2428419698,-0.02911341287,-0.124998421933333,0.866614951,-0.312991513333333,-0.224340278333333,0.0948984425333333,-0.00542257649333333,-0.0327680893703333,0.108763972166667,-0.151909580293333,-0.00381743166,-0.120900939830333,-0.04541416124,-0.0698757954533333,0.111481926066667,0.111481926066667,-0.140096754616667,-0.152023969706667,-0.534613658666667,-0.12317646894,0.0556871933866667,-0.156168073266667,-0.2150642015,-0.0469604802,-0.04397028316,-0.09358757316,-0.1281229474,-0.37017372,0.0212447157766667,-0.23583910439,-0.258816973,-0.298588845333333,-0.434758881666667,-0.167090328533333,-0.10928319915,-0.1137897295,-0.222659343991333,-0.106424298396667,0.269607204166667,-0.06806929313,0.188160180066667,-0.366920644333333,-0.095180126,-0.604778018333333,0.205740829066667,0.0365612336233333,-0.0441534262,-0.313432613666667,0.0756967252333333,-0.613984881666667,0.301416227,0.180677366
"49","laying",9,0.277850317179487,-0.0182021135384615,-0.107091801051282,-0.488852274102564,0.956289021538462,0.256566122051282,0.0867607247435897,0.00651666597948718,-0.0036616224725641,-0.0220717125076923,-0.0780060872820513,0.163660929769231,-0.102453043564103,-0.0406115229358974,-0.071099516948718,-0.963427107948718,-0.963427107948718,-0.97884170974359,-0.945733298717949,-0.98594917025641,-0.964494151794872,-0.963286396666667,-0.975757951794872,-0.157474196923077,0.478586021358974,0.182645966994872,-0.981685514102564,-0.963438294871795,-0.981942653076923,0.241189328479487,0.200000369948718,0.104570408607692,-0.97547483,-0.977690912564103,-0.961708468974359,0.0120334376153846,0.099134993,0.0579126861602564,-0.957200814615385,0.311105219879487,-0.975595956153846,0.206274441794872,-0.967228464102564,0.103611216512821,-0.983721583076923,0.0561221857538462,0.0360360986153846,0.0522612083615385,0.00389495392307692,-0.0371354592307692,0.602578138205128,-0.83000223,-0.162993782307692
"50","sitting",9,0.273694139545455,-0.00990083527045455,-0.108540300265909,0.880731443863636,0.168445524,0.143006857611364,0.0749577410909091,-0.00278773346136363,0.00338609594827273,-0.0422355209795455,-0.0835484079545455,0.0823934451590909,-0.0889747665681818,-0.0454702982386364,-0.0487714733568182,-0.9379783225,-0.9379783225,-0.969320155681818,-0.934301646590909,-0.973848287045455,-0.977450812045455,-0.921434735681818,-0.946064216818182,-0.0209330490795455,0.0684590033636364,0.0403161796295455,-0.976024951136364,-0.954237489772727,-0.969501330681818,0.0757356169022727,-0.131861736040909,-0.0644960732795455,-0.957117251818182,-0.955460359318182,-0.938003425909091,0.125891358536364,-0.187706341013636,0.0966833908409091,-0.936290604545455,0.0586075165227273,-0.964440302272727,0.245936717454545,-0.944760322045455,-0.00578350086590909,-0.971598370227273,0.08129013264,0.0287036466522727,-0.0209532538863636,-0.0178752189840909,-0.0885933937022727,-0.730101663409091,-0.0384493972045455,-0.0806862754545455
"51","standing",9,0.282544390892857,-0.00700418554517857,-0.102171095696429,0.960188699107143,-0.03871012665,0.138638436607143,0.0725189859107143,-0.00221990214464286,-0.0122812220569643,-0.0322711902673214,-0.050987505,0.0690945763946429,-0.0922249863035714,-0.0399108188821429,-0.0422221341625,-0.906104701071429,-0.906104701071429,-0.956863566071429,-0.900671630714286,-0.958405900892857,-0.964500917321429,-0.890796360535714,-0.915083799107143,-0.0164066779678571,-0.00894413194107143,-0.028287522525,-0.963059235178571,-0.93137020875,-0.958438726607143,0.150463078469643,-0.143681804520893,-0.0333637020357143,-0.909661802321429,-0.939373524464286,-0.907190836607143,-0.178598410944643,-0.162944927001786,-0.109180363773214,-0.9046413925,-0.0169422323298214,-0.941825903035714,0.140971600726786,-0.904543921607143,-0.157768871232143,-0.952286438035714,-0.0393135966410714,-0.00860856932142857,-0.00572224394107143,0.0866990453375,-0.0828789318410714,-0.862767277857143,0.110446445178571,-0.0754509648214286
"52","walking",9,0.277575512083333,-0.016212710556875,-0.107153293291667,0.958068983333333,-0.139218615770833,-0.0741190220020833,0.0724698160672917,-0.01534038930625,-0.00636913255479167,-0.0410186571510417,-0.0757446350854167,0.0826251298125,-0.08112728490625,-0.0447156599770833,-0.042922389425,-0.244178950833333,-0.244178950833333,-0.323925998958333,-0.409743669791667,-0.503062289166667,-0.354085345,-0.0226997117625,-0.500307733541667,-0.307286329045833,0.0758809491166667,0.000696918937291665,-0.382212522291667,-0.15796084669875,-0.603550073958333,-0.316604304729167,-0.418290298354167,-0.3624033639375,-0.43893515125,-0.528490313333333,-0.289497877666667,-0.0154244300708333,-0.0449995760770833,0.08515516134375,-0.345588575208333,0.107529985083333,-0.259409642395833,-0.0793352133041667,-0.525991255208333,0.14999960716875,-0.577981781666667,-0.0083668061875,-0.0176903132291667,-0.029452090875,0.0490575722083333,-0.0322518094375,-0.859043695,0.178933978541667,0.0732550914791667
"53","walkingdownstairs",9,0.291909097431373,-0.0141470788784314,-0.107793008,0.951367453529412,-0.1162532931,-0.0510833213675078,0.108332730345098,0.00189065924705882,0.0149923489117647,-0.0862986627058824,-0.0479594586196078,0.102290302358824,-0.0867055863411765,-0.0586566849294118,-0.0364784072,0.00197879410607843,0.00197879410607843,-0.20605027854902,-0.244207049568627,-0.465529870392157,-0.0233051000372549,-0.0503748081745098,-0.398191562745098,-0.386684507486275,0.0620596867588235,-0.0185955831415686,-0.128336765319608,-0.168945430862745,-0.511717729411765,-0.281271336568627,-0.392438338627451,-0.271148240019608,-0.26662382222549,-0.454294266470588,-0.184441481628824,-0.0783719962,-0.0551325827294118,0.129198295823529,0.0437067246960784,-0.018942716772549,-0.0821772720392157,0.0622322026954902,-0.366208005768627,0.0965043365008078,-0.52207234627451,0.0414042124529412,-0.0534079535294118,-0.0795373981764706,0.155449685529412,-0.0304347778392157,-0.880113874313725,0.163647308843137,0.0574294477215686
"54","walkingupstairs",9,0.27209809,-0.0335013868366,-0.11265289586,0.9138824812,-0.3000052066,-0.1041869416194,0.05653379659,0.0198932274632,0.000842205934200001,0.10072365452,-0.137984410122,0.030534075314,-0.14315551606,-0.046293704052,-0.036314701264,-0.104922359921,-0.104922359921,-0.3736729526,-0.280095200288,-0.5628839798,-0.33131497112,-0.069585745158,-0.5052341584,-0.40591412064,-0.14422126346,-0.283175089642,-0.4033068308,-0.286180799,-0.6685583616,-0.3441770144,-0.5013389802,-0.4351228194,-0.356663430936,-0.5758491416,-0.27161466481,-0.12552030578,-0.25659948448,-0.021036988384,-0.26888847596,0.018561114874,-0.3625682858,0.097796761514,-0.4608273268,-0.11793473667,-0.6478561982,0.032651706028,-0.00887605111,0.047320812,-0.3737852256,0.09790182002,-0.6957127772,0.289902291,0.093883898516
"55","laying",10,0.257564903365854,-0.0144490303219512,-0.12992056602439,-0.456436405365854,0.968701783414634,0.147557229736585,0.087999845804878,0.00195174169902439,0.00637542313439024,-0.0127790614978049,-0.0774079145878049,0.170115462585366,-0.106251373390244,-0.0444329122195122,-0.0702894631707317,-0.94472717902439,-0.94472717902439,-0.969504711951219,-0.928059479268293,-0.970280441219512,-0.956175315365854,-0.94218615902439,-0.96395766195122,-0.134593405682927,0.367750785853659,0.101371356585366,-0.974682323414634,-0.951255431463415,-0.975088280487805,0.0852292773195122,0.0153429254804878,0.0472908286951219,-0.959290079512195,-0.958819962926829,-0.940355340731707,-0.0678477695853659,0.0438216373682927,-0.0373874594707317,-0.94176988602439,0.187811003429268,-0.96620278,0.209365191517073,-0.948958293414634,0.0810726557317073,-0.968760915365854,0.108360855180488,-0.00592510707512195,0.0246259081902439,0.0502530334480488,-0.0416310668780488,0.579218125121951,-0.893264862926829,-0.0844705221
"56","sitting",10,0.276566269574468,-0.0138876573212766,-0.110457837851064,0.929204028510638,0.0958366199255319,0.109162756477021,0.0755445311006383,-0.00235841299595745,0.00723665826829787,-0.0389619626291489,-0.0931115571495745,0.0849837993829787,-0.0925604549787234,-0.0323697807051064,-0.0452917299229787,-0.946176215744681,-0.946176215744681,-0.961762995531915,-0.92663500787234,-0.961829089148936,-0.974149854680851,-0.923276130425532,-0.931687403404255,-0.0147170931531915,0.124517634576596,0.0846311569368085,-0.970023847446808,-0.944427148297872,-0.952140932340426,0.107249893096383,-0.159531298942553,-0.099770662506383,-0.934645020425532,-0.941068663829787,-0.928616951489362,0.114739563659574,-0.126279336602128,0.051806096,-0.930084624255319,0.0974618099659574,-0.945031535744681,0.145069875531915,-0.924252704255319,0.0245464006702128,-0.949032936170213,0.090207918487234,0.0128576533440426,-0.0463492818574468,0.0530792783119149,-0.0643447078170213,-0.778405275744681,0.0170438400446809,-0.055663247093617
"57","standing",10,0.280346248596491,-0.0181236327175439,-0.112172831947368,0.945139003859649,-0.230251036140351,0.0139193473596491,0.0730699604561404,0.00871883993421053,-0.00481712245438596,-0.028251913022807,-0.0589823639438597,0.0767394745964912,-0.103292534210526,-0.0428828304736842,-0.0506432189438596,-0.945022876491228,-0.945022876491228,-0.967102436140351,-0.939404744385965,-0.963406222982456,-0.977100287368421,-0.930336471754386,-0.942864017017544,0.0664521774298246,-0.0866319977508772,0.0208815076140351,-0.97348053877193,-0.951405464912281,-0.963743518070175,0.186559227035088,-0.251013912454386,-0.0715339890175439,-0.931612384385965,-0.943273146140351,-0.943239602105263,-0.114716166140877,-0.195978463377193,-0.0778747190508772,-0.945949804035088,0.0373542193561403,-0.955914005438597,0.190943682210526,-0.926664297017544,-0.0701196902631579,-0.955425138245614,0.0276252654912281,0.0123494545684211,-0.00737862488596491,0.0672693934912281,0.0586938250175439,-0.759500275087719,0.240854577192982,0.0121273275736842
"58","walking",10,0.280967119636364,-0.0178288625684182,-0.112796383527273,0.966900510727273,-0.170349410545455,0.0243036725636364,0.0898787548618182,-0.0144664355309091,-0.00436337684909091,-0.0312163379798182,-0.0716913823109091,0.0803762991636364,-0.0981465992327273,-0.0413400389309091,-0.0530393697109091,-0.136794540110909,-0.136794540110909,-0.234196335781818,-0.334943036909091,-0.436964155090909,-0.186119961272727,0.0404494800181818,-0.522358676181818,-0.229492628847273,-0.00913397352909091,0.0324004373418182,-0.189530886363636,-0.158584263447273,-0.611951608909091,-0.253077823,-0.499678318,-0.268290614636364,-0.348846876909091,-0.45782811,-0.268077870363636,-0.0338394055825455,-0.0164818328072727,0.231006001636364,-0.232253499509091,0.192240014654545,-0.138511318376364,0.0388329573018182,-0.458807510363636,0.273125547072727,-0.517988546545455,0.0580727317109091,-0.0528612882363636,-0.0132544090545455,-0.0404203760909091,-0.05127926874,-0.851107943454545,0.200029676,0.00484526990905455
"59","walkingdownstairs",10,0.287698949065217,-0.0141050788369565,-0.107673128326087,0.942822721956522,-0.158918143,0.0146365781773913,0.0956871962608696,0.0261667032986957,0.00670730667173913,-0.0723401561869565,-0.0622984363630435,0.0780448880654348,-0.0744178872108696,-0.0594892371532609,-0.0580767906304348,0.289965581304348,0.289965581304348,0.0201649098478261,-0.153765002173913,-0.335712384782609,0.243385821630435,0.215861948728261,-0.445160709347826,-0.410665837173913,-0.000424083375869567,0.0512612663973913,0.0977080474847826,0.0390076842173913,-0.538131769347826,-0.313688198543478,-0.516686358043478,-0.254768922252174,-0.172169488369565,-0.351101496956522,0.0110729086586957,-0.0771310914717391,0.0766990424693478,0.243374701108696,0.275639346173913,0.0557501439336957,0.120459639257826,0.0599803637891304,-0.275024419556522,0.14932511773913,-0.413148464347826,0.0279779178695652,-0.0461684217608696,-0.0145420926086957,0.233600612608696,-0.102321262382609,-0.858259807826087,0.193976469130435,0.0114381485363043
"60","walkingupstairs",10,0.25679192075,-0.0289243180695833,-0.115751779479167,0.922824621875,-0.316049342083333,-0.0198104352791667,0.0920211842291667,0.0218971732770833,-0.00827349033958333,-0.0608782115104167,-0.07441498089375,0.0525124646391667,-0.0967714410735417,-0.0547281843572917,-0.0582908546395833,0.0364556365460417,0.0364556365460417,-0.239837977395833,-0.217555773666667,-0.476819571458333,-0.115648323625,0.0932828231166667,-0.485309828125,-0.456629080089583,-0.125173160297917,-0.113046100979167,-0.264831483333333,-0.1599150347875,-0.623894839583333,-0.452239331041667,-0.536255037708333,-0.345952070354167,-0.238786398641667,-0.47442254,-0.127697660383333,-0.105339514416667,-0.173092858439583,-0.00612538790625,-0.138066898850833,-0.0424408489729167,-0.230110547895833,0.0305859200333333,-0.371725959583333,-0.0348468210091667,-0.578568835,0.017290224456875,0.020443192875,-0.0457603137916667,0.02332947875,-0.0283900277708333,-0.70414613,0.301284770625,0.0354860483145833
"61","laying",11,0.265218758768116,-0.0224834249492754,-0.0995015508115942,-0.474278123623188,0.503969633608696,0.756936857826087,0.0876822345072464,0.0266163634086957,-0.0172345986484058,-0.00226777978550725,-0.0898296180565217,0.122879821130435,-0.0995838788550725,-0.0399248646427536,-0.0592170332463768,-0.732660547347826,-0.732660547347826,-0.974812194637681,-0.865415753478261,-0.977601949855072,-0.940992781884058,-0.851796659043478,-0.895867545217391,-0.450524001997101,0.0103242271513768,0.157971211188406,-0.979625576956522,-0.96673551942029,-0.973825725797101,0.105545300989855,-0.0587663627317391,0.0862921001192754,-0.928290096666667,-0.958988153333333,-0.947536676666667,-0.0124138647210145,-0.261736053552174,0.135300435982609,-0.856389705565217,-0.108795596174783,-0.972938458115942,0.259574955376812,-0.934656882028986,-0.1060394327,-0.974619046376812,0.102742929043478,0.0436441806507246,0.0941560639130435,0.0325638962927536,0.0187318426521739,0.595563304492754,-0.325795089594203,-0.631838623173913
"62","sitting",11,0.27546977671875,-0.013658266209375,-0.10815844715625,0.844997233125,0.242322041828125,0.210187232229687,0.0764588893817188,0.00822202343640625,0.0021491953634375,-0.0434678093703125,-0.0743478734375,0.076104831703125,-0.09642133325,-0.0412861463015625,-0.04829853104375,-0.94494074640625,-0.94494074640625,-0.986003275625,-0.94085254953125,-0.989609470625,-0.98687116859375,-0.9510377546875,-0.94725460671875,-0.0711518449371875,0.11656363126875,0.040288194859375,-0.98879561125,-0.98021247609375,-0.9796513146875,0.19117177809375,-0.07525226590625,-0.000295879546874997,-0.98161745390625,-0.9667789553125,-0.9651665934375,0.0800682606,-0.284007150234375,0.05913951825625,-0.94762428109375,0.123898539734375,-0.98130804171875,0.219767793078125,-0.9610558503125,-0.074765254675,-0.98639274859375,0.172682915139063,0.0173933651109375,-0.009970962759375,0.0456913503015625,-0.0082714738528125,-0.63574161703125,-0.088362198875,-0.129158818390625
"63","standing",11,0.276718924444444,-0.0176427210916667,-0.112652473555556,0.894883735833333,-0.146029097152778,0.0192441759722222,0.0753215094444444,0.00817608342152778,-0.00459439641501389,-0.0277847070736111,-0.0720298553118056,0.0804620882083333,-0.0981149375,-0.0389148885125,-0.0559843880555556,-0.966675579722222,-0.966675579722222,-0.98124395875,-0.953035893194444,-0.981402676527778,-0.986003245138889,-0.960722740833333,-0.96388130125,-0.00269154259722223,0.0256245090833333,0.127624605258333,-0.985588888333333,-0.972310853888889,-0.978295598611111,0.171738261641667,-0.105010961517639,-0.0217854517513889,-0.961228710972222,-0.968187952083333,-0.967545654166667,-0.223478517219444,-0.236869910618056,-0.14781431735,-0.96678559375,0.105214415658056,-0.977709219444444,0.267302154083333,-0.959073726805556,-0.155347172608333,-0.978609150277778,0.128536624263889,-0.0165911488470833,0.0105642904638889,0.0409529644027778,-0.0300118749805556,-0.658431171666667,0.183584229027778,0.00842369236111111
"64","walking",11,0.275272098965517,-0.020117830168931,-0.109656258482759,0.941135284482759,-0.152124325172414,-0.172518517241379,0.104730743868621,0.00666799583103448,-0.0220160828965517,-0.0774728849758621,-0.0616677586896552,0.116748172387931,-0.0686106928448276,-0.0501421464137931,-0.0972433142137931,-0.10040389177931,-0.10040389177931,-0.0541652741862069,-0.0329074057651724,-0.024550704037931,-0.267548361631034,-0.0704205854827586,0.0479434100689655,-0.250266550724138,0.129630796482759,0.135121584558621,-0.271111684413793,-0.137027550555172,-0.0746072437172414,-0.247104637206897,-0.201411434655172,-0.307715720655172,-0.35381210862069,0.12486716707931,-0.185132548103448,0.0170861955448276,0.200265591827586,-0.1201470613,-0.10574048237931,0.287542287931034,-0.0178985558275862,0.213787514834483,0.0877410468862069,0.435380133793103,0.0950628038896552,0.182052380010345,0.0284836168265517,-0.0632362931248276,0.0887575352758621,-0.0350824565172414,-0.782826404137931,0.18809790862069,0.142891240689655
"65","walkingdownstairs",11,0.29230589505,-0.01685123565425,-0.096571276575,0.919305507,-0.106917016975,-0.1676250399,0.0578777273375,0.031906625125,0.0026476641125,-0.0462239857525,-0.0921257708625,0.091812630705,-0.118161483605,-0.042459541375,-0.026932425775,0.1630104337425,0.1630104337425,0.1438943809475,0.064294484585,-0.0264270542375,0.2358238541125,0.125681680415,0.312283133775,-0.226647162225,0.015802040605,0.2002562196625,0.2331301356175,-0.0561708548475,0.1860152106,-0.1928927052,-0.189375638965,-0.16498470739,-0.1759050801,0.33885331117,-0.10232734347,0.02666381542,0.1083743318575,-0.0710894064925,0.375091674975,0.1741721119575,0.351461597875,0.09180608294825,0.145376072445,0.422579349,0.07475324978,0.2594585441,-0.10663634875,-0.0079842204,0.0744670365,0.004803527825,-0.806825225,0.1582495055,0.141906363025
"66","walkingupstairs",11,0.248050970538095,-0.0343331427716667,-0.118620097735714,0.839055739285714,-0.214553034761905,-0.363282202619048,0.0745705450166667,0.0586471470333333,0.0251831105714286,0.0927418517928571,-0.109060890404762,-0.0408001212357143,-0.110363976095238,-0.0622182466047619,-0.106583846357143,0.00265197670714286,0.00265197670714286,-0.310001331666667,-0.148612400319762,-0.504470914761905,-0.265632770428571,-0.0712167390357143,-0.0681213805214286,-0.445865660416667,-0.186243871333333,-0.228214769452381,-0.37418839547619,-0.323418830214286,-0.348675575,-0.309540855809524,-0.37228009252381,-0.456326822142857,-0.430979224309524,-0.281612801285714,-0.154740108995238,-0.0897887574523809,-0.134450328185714,-0.401144647738095,-0.224002856047619,-0.0406350134404762,-0.316321998928571,0.143092352261905,-0.376814943652381,0.0888480156095238,-0.520312784047619,0.242115500428571,0.0652961073959524,0.0163832427619048,-0.276150394285714,0.0460686956190476,-0.578288235714286,0.232496579047619,0.283563460714286
"67","laying",12,0.248630998392857,-0.0132504024625,-0.115782312607143,-0.477214834642857,0.593843366964286,0.613278001160714,0.100889922910714,0.0122970203089286,-0.00689848510714286,-0.00561006923214286,-0.145963035285714,0.161286553428571,-0.113296531625,-0.0361507325046429,-0.0654310394285714,-0.920991819410714,-0.920991819410714,-0.961563871607143,-0.906181934285714,-0.963790985892857,-0.941823936607143,-0.922735687857143,-0.937841856071429,-0.426595148857143,0.124088087585714,0.207008004201786,-0.971837927857143,-0.94774909875,-0.951673129642857,-0.00067335828392857,-0.0516266152625,0.111796626428571,-0.929341392321429,-0.942717735535714,-0.947892030178571,0.0386033386644643,-0.218336405621429,0.100058377525,-0.907564902553571,0.0357998278428571,-0.950072209642857,0.139672585001786,-0.925645785535714,-0.0429959875410714,-0.958250912321429,0.0741654912142857,0.0125143052857143,0.0355844930625,0.0795424032857143,0.0130287495986429,0.593764506607143,-0.461476491821429,-0.544998293
"68","sitting",12,0.284000876481481,-0.0151748095662963,-0.121057475666667,0.968063827962963,-0.0107187267018519,0.0300964664018519,0.0677278405555556,0.0122138340405556,0.0145237405272222,-0.0470880958448148,-0.0375724105833333,0.0327213113648148,-0.0945756682666667,-0.0395402961111111,-0.046396422962963,-0.923291105555556,-0.923291105555556,-0.974790100185185,-0.905071728148148,-0.979331914444444,-0.973267690555556,-0.933186592037037,-0.909907361111111,-0.0169457883185185,0.021725218462963,-0.0852207664074074,-0.980807102037037,-0.967601239814815,-0.96751604037037,0.162083777618519,-0.0955023212759259,-0.0871548952962963,-0.945616566666667,-0.956037939814815,-0.949291520925926,-0.0113572658666667,-0.279049989568704,-0.0213693106759259,-0.914849897777778,0.0258272141296296,-0.96969765537037,0.194988846518519,-0.935246360740741,-0.0943357227481482,-0.976699875740741,0.0822494041111111,0.00158019822111111,-0.00974507100555556,-0.0208102976296296,-0.0147263880740741,-0.91619827537037,0.0911878460185185,0.000557142964814815
"69","standing",12,0.282723539433962,-0.0145740341037736,-0.0997778303207547,0.958728687924528,-0.117607048924528,-0.0516573721320755,0.0751915112830189,0.00694700354075472,-0.0108420294035849,-0.0291582212545283,-0.0774336443396226,0.0851045000566038,-0.0901539662169811,-0.0412797611886792,-0.0545390015471698,-0.942724659245283,-0.942724659245283,-0.973381306226415,-0.943425564528302,-0.977377083018868,-0.976681834339623,-0.941883783773585,-0.938550519811321,-0.079704728245283,-0.159730059003774,0.00098894010754717,-0.976323086226415,-0.967165093018868,-0.968229643018868,0.098774853689,-0.188479735466038,-0.0891602062907547,-0.938121637735849,-0.957548671320755,-0.957165056226415,-0.188057605981132,-0.298448698150943,-0.188116628033962,-0.945611450377358,-0.0288451773293208,-0.967417888301887,0.256759439860377,-0.93870498490566,-0.187181670020755,-0.973671168679245,0.0954707400377358,0.0102468976660377,-0.0238336055150943,-0.075886457490566,-0.00760634756603773,-0.81912357754717,0.164011262264151,0.0579886623962264
"70","walking",12,0.278450158947368,-0.0164584430785965,-0.109531793017544,0.926033412982456,-0.181972120175439,-0.141137527192982,0.0874548134807017,0.00232107407017544,-0.0252596193842105,-0.0182749323403509,-0.0761869660210526,0.0721162068859649,-0.101216916680702,-0.0451140036063158,-0.056167847354386,-0.136526334052632,-0.136526334052632,-0.190649807473684,-0.301615806385965,-0.277900658929825,-0.290178860596491,0.00219316836842105,-0.140706213626316,-0.278644871368421,0.121036606175439,0.240083092435088,-0.311136229578947,-0.132260638992982,-0.238537097145614,-0.27160906047193,-0.352216690578947,-0.140508472454561,-0.253218492989474,-0.248835318929825,-0.260767312417544,0.138516839749123,0.231206796421053,0.129299119438596,-0.183882114508772,0.181655022221053,-0.0686857239526316,-0.00434400282280702,-0.243953880035088,0.333481983175439,-0.23215871322807,0.0834814754398246,-0.0249030567017544,-0.0151744994210526,-0.022657118122807,-0.0107397689684211,-0.723018507192982,0.208125628596491,0.121694541492404
"71","walkingdownstairs",12,0.273441857959184,-0.0162812052087755,-0.101436832979592,0.914242773469388,-0.171410414367347,-0.149298555071837,0.100943887689796,-0.0160497955163265,-0.0184412979326531,-0.102551700534694,-0.0336053683408163,0.108477529387755,-0.0433230799836735,-0.0687605146530612,-0.0444181831979592,0.155059344591837,0.155059344591837,-0.0210195908734694,-0.0582370631293878,-0.160477698163265,0.133629273346939,0.0569128619387755,-0.0441132965918367,-0.407590714489796,-0.00811772060204081,0.200842273693878,0.0130763868918367,-0.118197984734694,-0.126586344816327,-0.339270308040816,-0.435526190857143,-0.217830007161224,-0.0785065373530612,-0.0824535946306122,-0.0759134670816327,-0.0603975982020408,0.184533193676735,0.113504787979592,0.32460315322449,0.0366339840265306,0.175400534081633,-0.0443974882338775,-0.0352635051020408,0.320327024877551,-0.0837388761326531,0.125508850407143,-0.031079717,-0.0271440592857143,0.277302229061224,-0.146256353755102,-0.74004965122449,0.202678907346939,0.127627563790816
"72","walkingupstairs",12,0.261614377627451,-0.0260394933203922,-0.12880614445098,0.835012952941177,-0.273187378039216,-0.272896854627451,0.0496169183039216,0.00237857956862745,-0.00117861670196078,-0.104522847088235,-0.0349179894856863,0.122048226758824,-0.076312600854902,-0.0532414629,-0.0706370431023529,-0.0889035694941177,-0.0889035694941177,-0.317477591411765,-0.149665397778431,-0.449684623411765,-0.249089456509804,-0.146144882411765,-0.301636587764706,-0.439669021372549,-0.0777008407454902,-0.12053071784098,-0.35906232545098,-0.324728171217647,-0.497341677843137,-0.407783361490196,-0.448040647647059,-0.539961302137255,-0.191379491921569,-0.397026293354902,-0.221807613052941,-0.177160957984314,-0.0365429348313725,-0.118069777078431,-0.22393541652549,-0.0542974226411765,-0.296277504731373,-0.0621609898117647,-0.327329718803922,-0.0595684654415686,-0.51145320377451,0.0151713503976471,-0.0185311766607843,0.00993874890196079,0.105838824705882,-0.0890325477352941,-0.549875632156863,0.271610133921569,0.220240887501961
"73","laying",13,0.258785653506329,-0.0215339412007595,-0.101334956873418,-0.454130824050633,0.585161846075949,0.751865317594937,0.0891401616835443,0.0235905652979747,-0.0164727192763291,0.00314952810620253,-0.0966551705240506,0.148149080101266,-0.103958481711392,-0.0387508270392405,-0.0721239671265823,-0.93626053721519,-0.93626053721519,-0.976362129113924,-0.92282766835443,-0.981163639873418,-0.954590160632911,-0.954104900379747,-0.949561427341772,-0.426420668807595,0.0182292672911392,0.20168046162962,-0.975705916835443,-0.976849013037975,-0.966234319367089,0.129783086825316,0.017531933043038,0.105994709641772,-0.961549533797468,-0.959620959493671,-0.963362916202532,-0.103219274392658,-0.290284167266203,0.134741424439241,-0.935077599468354,-0.031693440443038,-0.96589307721519,0.334908152582278,-0.947419261265823,-0.126592508748101,-0.971675456455696,0.2166094323,0.00122523897468354,-0.00600350497341772,0.0225398315949367,0.0241304934367089,0.577315346329114,-0.384266903924051,-0.620605623797468
